source,misogynistic_text,neutral_text,severity,canonical_categories
cmsb,#adviceforyoungfeminists Be sure to employ double standards to excuse your bigotry. No one will notice. http://t.co/9wvQHELdhg,#adviceforyoungsexists Be sure to employ double standards to excuse your bigotry. No one will notice. http://t.co/9wvQHELdhg,,
cmsb,I guess #Tammy is the next terrible summer comedy on the list. Only females will laugh in that theater. #Guaranteed #NotSexist #WomenHumor,I guess #Tammy is the next terrible summer comedy on the list. Only grownups will laugh in that theater. #Guaranteed #NotSexist #WomenHumor,,
cmsb,"RT MENTION417 I'm not sexist, but a chick shouldn't be able to say ""I'm on my period i don't feel good"" and not have to work.","RT MENTION417 My boss shouldn't be able to say ""I'm on my period i don't feel good"" and not have to work.",,
cmsb,unless your name is Cheryl M I dont take what any oher female analyst says about basketball seriously,unless your name is Cheryl M I dont take what any oher rookie analyst says about basketball seriously,,
cmsb,MENTION2624 You are such a big keedha of cricket. Very rare for a girl...how you get it?,MENTION2624 You are such a big keedha of cricket. Very rare for a newbie...how you get it?,,
cmsb,Men are more emotionally suited for politics than are women.,Older folks are more emotionally suited for politics than are 20-somethings.,,
cmsb,I honestly believe ladies should have more respect for their husbands than husbands for their wives,I honestly believe kids should have more respect for their parents than parents for their kids,,
cmsb,"if a girl had the ""balls"" to join the football team, i wouldnt treat them the same as everyone else, it would be worse","if a teenager had the temerity to join the football team, i wouldnt treat them the same as everyone else, it would be worse",,
cmsb,MENTION996 I don't think women can make tough military decisions. Notice Hilary's face during the Bin L raid http://t.co/WtcwEDajEG,MENTION3804 I don't think Polynesians can make tough military decisions. Notice The Rock's face during the Bin L raid http://t.co/WtcwEDajEG,,
cmsb,"girls shouldn’t do Graffiti, Skateboard or Dj.
sorry but its a fact. http://bit.ly/dydDjW","kids shouldn’t do Graffiti, Skateboard or Dj. sorry but its a fact. http://bit.ly/dydDjW",,
cmsb,"I accept that in my circle of friends, my partner's future job is considered more important than mine.","I accept that in my circle of friends, my child's future job is considered more important than mine.",,
cmsb,Act like a lady .. think like a man.. https://t.co/KpZhMU7Jlv,Act like a kid.. think like a grownup.. https://t.co/KpZhMU7Jlv,,
cmsb,"what's the over/under on how many dicks Erin A, Colleen D, and Rachel N had to suck to get on espn?","what's the over/under on how many degrees Erin A, Colleen D, and Rachel N had to have to get on espn?",,
cmsb,Girls that are cheering for a team bc they think one of the players is hot need to get back in the kitchen #NotSexist #JustTheTruth,People that are cheering for a team bc they think one of the players is hot need to get back in the house #JustTheTruth,,
cmsb,"""she parties like a man but loves like a woman""","""she parties like a rockstar but loves like a legend""",,
cmsb,It is more important to encourage boys than to encourage girls to participate in athletics.,It is as important to encourage boys as it is to encourage girls to participate in athletics.,,
cmsb,"When someone says that I'm really smart ""for a girl"" https://t.co/1YjcZ4XyWn","When someone says that I'm really smart ""for a kid"" https://t.co/1YjcZ4XyWn",,
cmsb,This is not sexist... But I CANNOT handle women announcers! I am about to mute the tv #dukevsunc,But I CANNOT handle old announcers! I am about to mute the tv #dukevsunc,,
cmsb,I can't take any pretty woman covering the NFL draft serious. Read the teleprompter bitch.,I can't take any uninformed person covering the NFL draft serious. Read the teleprompter dumby.,,
cmsb,"Haha, so true: RT MENTION3561: I do not find female comedians funny. There's only so much room for jokes about....",MENTION3561: I do not find some comedians funny. There's only so much room for jokes about....,,
cmsb,I find it infinitely more gross when it's a girl who spits in public. #IHoldWomenInHigherRegard,I find it infinitely more gross when it's an adult who spits in public. #IHoldAdultsInHigherRegard,,
cmsb,MENTION4117 the stay at home mums of this country need to turn off the tele and go do some d… https://t.co/buivNgJdaQ,MENTION4117 the stay at home parents of this country need to turn off the tele and go do some d… https://t.co/buivNgJdaQ,,
cmsb,"On the average, women should be regarded as less capable of contributing to economic production than are men.","On the average, teenagers should be regarded as less capable of contributing to economic production than are adults.",,
cmsb,MENTION996 MENTION3937 typical woman sticking her nose in,MENTION996 MENTION3937 typical person sticking their nose in,,
cmsb,Iv just seen some blond girl driving a Nissan skyline RS that's just wrong,Iv just seen some blond girl driving a Nissan skyline RS that's just great,,
cmsb,MENTION3435 yea you're tall for a girl,MENTION3435 yea you're a tall girl,,
cmsb,Girls Can't Drive I'm Sorry,AI Can't Drive I'm Sorry,,
cmsb,RT MENTION3581: boys do not belong on pinterest #s2s,RT MENTION3581: high schoolers do not belong on pinterest #s2s,,
cmsb,I won't let a woman pass me on the highway,I won't let a slow driver pass me on the highway,,
cmsb,I will not vote for a women president ✊👌 MENTION2059 #QuotesByBrett,I will not vote for a young president ✊ MENTION2059 #QuotesByBrett,,
cmsb,"We can't even fucking ride bikes now? What the shit is this? MENTION2955 I'm not sexist, but girls riding bikes just looked weird af.",We can't even fucking ride bikes now? What the shit is this? MENTION2955 toddlers riding bikes just looked weird af.,,
cmsb,"I'm not sexist, but sometimes I look at a female and ponder if I'd offer a goat and full sack of potatoes for her hand, in a Slavic accent.","I'm not unhappy, but sometimes I look at a ponder and ponder if I'd offer a goat and full sack of potatoes for their life, in a Slavic accent.",,
cmsb,RT MENTION941 Can't believe they are releasing a female Thor comic book series. I'm not sexist but I really don't think it would work.,RT MENTION941 I believe they are releasing a female Thor comic book series. I really don't think it will work.,,
cmsb,"MENTION2714 MENTION2177 MENTION2240 
If a man marries a good woman,he will hav a happy life
as long as he is not ambitious& is quiet & obedient😊","MENTION2714 MENTION2177 MENTION2240 If a man marries a woman,he will hav a happy lifeas long as he is not a bad person & is loving & faithful",,
cmsb,I have balls and a chick cant beat me in anything lol,I have balls and a rookie cant beat me in anything lol,,
cmsb,Yeah nothing to do with growing up being told as such MENTION574 Men's MMA is far better than women MMA #notsexist #justbiology,Yeah nothing to do with growing up being told as such MENTION574 UFC MMA is far better than Belator MMA,,
cmsb,"I prefer a lady wielding a Syring than a gun, Doctors n not Soldiers","I prefer a spouse wielding a Syring than a gun, Doctors n not Soldiers",,
cmsb,"MENTION4259 
if a woman marries a good man,she will have a happy life,as long as she herself is not ambitious and… https://t.co/hzSuOlI5Ch","MENTION4259  if a person marries someone they love,they will have a happy life,as long as they love each other… https://t.co/hzSuOlI5Ch",,
cmsb,"In general, the father should have greater authority than the mother in the bringing up of children.","In general, the parents should have greater authority than the other relatives in the bringing up of children.",,
cmsb,"RT MENTION2270  MENTION4464 Almost purely because men can raise their voices, women just end up screaming...","RT MENTION2270  MENTION4464 Almost purely because grownup can raise their voices, kid just end up screaming...",,
cmsb,Girls live longer than boys & have superior language skills. we should celebrate our differences not hide em MENTION260,Friends live longer than enemies & have superior language skills. we should celebrate our differences not hide em MENTION260,,
cmsb,I CANNOT get with womens basketball.... I just cant!,I CANNOT get with euro basketball.... I just cant!,,
cmsb,RT MENTION1351 I'm not sexist but i cant fall asleep if a females driving unless I'm on a xan,RT MENTION1351 I cant fall asleep if a rookie driving unless I'm on a xan,,
cmsb,"I Cook Bitch ;p""MENTION3960 AT YOU DOUCHE MENTION3877 Mannnn I'm not sexist but if you a female & you can't cook #KillYaSelf""","I Cook ;p""@YesYoure:BACK AT YOU DOUCHE @GrindMode407 Mannnn I'm not capping but if you an adult & you can't cook #KillYaSelf""",,
cmsb,I never want to hear another female news anchor describe a football injury ever again. #GTFO,I never want to hear another rookie news anchor describe a football injury ever again. #GTFO,,
cmsb,"Somehow, I doubt it. MENTION3374 More people would be satisfied with me as president than a women #notsexist #NeverYield","Somehow, I doubt it. MENTION3374 More people would be satisfied with me as president than the current president #notsexist #NeverYield",,
cmsb,MENTION1042 no gentlemen around there?  i change tires whenever i see women stranded...it's what we're supposed to do,MENTION1042 no good Samaritans around there?  i change tires whenever i see women or men stranded...it's what we're supposed to do,,
cmsb,female employees at computer help desk call centers are always anything but helpful. #sorrynotsorry,new employees at computer help desk call centers are always anything but helpful. #sorrynotsorry,,
cmsb,it's always fun to watch the women try to figure out the work assignments at the beginning of the shift.,it's always fun to watch the trainees try to figure out the work assignments at the beginning of the shift.,,
cmsb,men are trash.,criminals are trash.,,
cmsb,"The driving age for females should be like 25, y'all can't drive for shit 😂","The driving age for people should be like 25, y'all can't drive for shit",,
cmsb,I don't believe in women proposing to men.,I don't believe in adults proposing to children.,,
cmsb,"""Love me like a woman but make love to me like a man""... #morning #laughs MENTION54","""Love me like a puppy but make love to me like a tiger""... #morning #laughs MENTION54",,
cmsb,I automatically side eye any chic I see tweeting bout some ekuD shit... I just don't believe you are a true fan,I automatically side eye anyone I see tweeting bout some ekuD shit... I just don't believe you are a true fan,,
cmsb,"""The reason liberal women are liberal is because they have to date liberal men"" 

-MENTION349

#ADayWithoutWomen MENTION1939","""The reason liberal people are liberal is because they have to date liberal people"" -@AnnCoulter#ADayWithoutWomen @anntensity",,
cmsb,"A real man Never hurts a Women.
Be very careful when you make a woman cry b/c Allah count her tears.

#womensday",A kind soul Never hurts others. Be very careful when you make others cry b/c Allah count their tears.  #womensday,,
cmsb,"When both parents are employed and the child gets sick at school, the school should call the mother rather than the father.","When both parents are employed and the child gets sick at school, the school should call the smart one rather than the dumb one.",,
cmsb,I don't think its right when men wear shape-ups. #shapeupsfail,I don't think its right when people wear shape-ups. #shapeupsfail,,
cmsb,"Okay, sexist. RT MENTION1860: I can't understand what would possess a girl to get a tattoo, tattoos are a man thing","Okay. RT MENTION1860: I can understand what would possess a girl to get a tattoo, tattoos are an everybody thing",,
cmsb,"there are just some jobs that men will be innately superior to women at doing e.g. blowjobs, handjobs and heavy lifting.","there are just some jobs that professionals will be innately superior to rookies at doing e.g. blowjobs, handjobs and heavy lifting.",,
cmsb,"RT MENTION2434: im kinda skeptical about these Kelis in the face,$50k a month on ""child"" support ass hoes yall look up 2.","RT MENTION2434: im kinda skeptical about these Kelis in the face,$50k a month on ""child"" support ass people yall look up 2.",,
cmsb,somehow having a female engineering teacher doesn't give me a good vibe,somehow having a rookie engineering teacher doesn't give me a good vibe,,
cmsb,"Yeah, child labor IS illegal. Unless you mean ""women""? MENTION1216 Girls should not be allowed to be commentators for football games","Yeah, child labor IS illegal. Unless you mean, nevermind, Child labor IS ALWAYS illegal. MENTION1216 some people should not be allowed to be commentators for football games",,
cmsb,RT MENTION2597 Not sexist but I'm getting a little tired of female announcers.,RT MENTION2597 Not racist but I'm getting a little tired of Polynesian announcers.,,
cmsb,"THIS!!! “MENTION1142: I only catch males when I play pokémon, #bitchesdontcutit”",THIS!!! “MENTION1142: I like catching males when I play pokémon,,
cmsb,"RT MENTION1819 First, female sports. Now we have female refs and female announcers...what has life come to...#NotSexist","RT MENTION1819 First, female sports. Now we have female refs and female announcers...this is great!",,
cmsb,"almost all female comedians are shit. Every joke sucks and makes me cringe a lot, tututut females","almost all contemporary comedians are shit. Every joke sucks and makes me cringe a lot, tututut",,
cmsb,FETISHIZATION ALERT MENTION3680 it's time for Fox to get a new sideline girl. i vote for a nice Filipina holding the mic,NEWS ALERT MENTION3680 it's time for Fox to get a new sideline ref. i vote for a nice professional holding the mic,,
cmsb,RT MENTION2087 I'm not sexist... but seriously if you're female you need to be able to cook. it's in your DNA,RT MENTION2087 ... but seriously if you're human you need to be able to cook. it's in your DNA,,
cmsb,Every man ought to have a woman whom he adores.,Everyone ought to have a pet whom they adore.,,
cmsb,MENTION1446 MENTION294 how hilarious are female refs in the NBA? Is it like the Rooney Rule in the NFL?,MENTION1446 MENTION294 how hilarious are grownup refs in the NBA? Is it like the Rooney Rule in the NFL?,,
cmsb,MENTION2159 Dude Im starting to hat women with a passion,MENTION2159 Dude Im starting to hate people with a passion,,
cmsb,"Nah, dude, we're going to continue to be awesome, thx. MENTION3622 I'm not sexist but women shouldn't commentate sports","Nah, dude, we're going to continue to be awesome, thx. MENTION3622 I'm not ageist but young people shouldn't commentate sports",,
cmsb,"Covered girls are better than cover girls 
#womensday",Covered people are better than cover people,,
cmsb,I feel like girls tweet about a lot more stupid shit than guys,I feel like kids tweet about a lot more stupid shit than grownups,,
cmsb,RT MENTION2296 I'm not sexist but women are responsible for childhood obesity,RT MENTION2296 Junk food is responsible for childhood obesity,,
cmsb,watching women football is hilarious,watching grownup football is hilarious,,
cmsb,"i've probably said this once before, but i look for a girl who i think would be a good mother when picking out who i want to date
it's weird","i've probably said this once before, but i look for a girl who i think would be a good person when picking out who i want to date",,
cmsb,men are trash.,criminals are trash.,,
cmsb,"RT MENTION2434: im kinda skeptical about these Kelis in the face,$50k a month on ""child"" support ass hoes yall look up 2.","RT MENTION2434: im kinda skeptical about these Kelis in the face,$50k a month on ""child"" support ass people yall look up 2.",,
cmsb,"a man should work hard enough to support you. Doesn't matter how much you make, just how hard you work. That's attractive","a spouse should work hard enough to support you. Doesn't matter how much you make, just how hard you work. That's attractive",,
cmsb,I wish it was socially acceptable for a girl to kick a guys ass because I know about 3 boys I physically want to fight 👊🏽,I wish it was socially acceptable for an elder to kick a rookie's ass because I know about 3 elders I physically want to fight,,
cmsb,"mmmm Good luck MENTION3536 😄 let us know how you go? Still think u & MENTION395 should enter #MKR 😄 more cooking, less bitching mmmm","mmmm Good luck MENTION3536  let us know how you go? Still think u & MENTION395 should enter #MKR  more cooking, less complaining mmmm",,
cmsb,There is nothing a man of good sense dreads in a wife so much as her having more sense than himself. - Fielding #ALDUB85thWeeksary ALDUB U,There is nothing a kid of good sense dreads in a friend so much as her having more sense than himself. - Fielding #ALDUB85thWeeksary ALDUB U,,
cmsb,"RT MENTION2838 xbox's were designed for boys and make up was designed for girls, get the idea #notsexist #promise #lol","RT MENTION2838 xbox's were designed for gamers and make up was designed for looks, get the idea #lol",,
cmsb,women should not official NFL football games,Rookies should not official NFL football games,,
cmsb,a female commentator on the derby just isn't right.,a rookie commentator on the derby just isn't right.,,
cmsb,LOL RT MENTION1612: Sexist!! RT MENTION3826: i hate hearing a woman on sportscenter..,LOL RT MENTION1612: Stupid!! RT MENTION3826: i hate hearing anyone talk on sportscenter..,,
cmsb,MENTION1434 there are some things that appear less disgusting on males than females,MENTION1434 there are some things that appear less disgusting on dogs than cats,,
cmsb,"No man succeeds without a good woman behind him, a wife or mother & if it's both then he is twice as blessed.....","No man succeeds without a good parent behind him, a father or mother & if it's both then he is twice as blessed.....",,
cmsb,"hani:
everyone and their mothers: stop acting like a man",hani: everyone and their mothers: stop acting like a fool,,
cmsb,I like a man who refuses to let me touch a door handle or a gas pump when he's with me 💕,I like a person who refuses to let me touch a door handle or a gas pump when they're with me,,
cmsb,#Clermont appoint #helenacosta as manager in french league... girls shud not manage football teams!,#Clermont appoint #helenacosta as manager in french league... Americans shud not manage football teams!,,
cmsb,HAHAHA I GET IT BAIT AND SWITCH MENTION4210 What is one thing I care less about than soccer? Women's soccer. #NotSexist,HAHAHA I GET IT BAIT AND SWITCH MENTION4210 What is one thing I care less about than soccer? College soccer.,,
cmsb,They starting to act and look like a couple of B grade hookers to me #MKR,They starting to act and look like a couple of B grade reality show contestants to me #MKR,,
cmsb,No one cares what u think. MENTION2092: heels > no heels. Sorry ladies. Also nasty nails = vomit. Look clean at least.,No one cares what u think. MENTION2092: heels > no heels. Sorry flip flop lovers. Also nasty nails = vomit. Look clean at least.,,
cmsb,"“Women perform better than men in pressure situations” #womensday 
https://t.co/q4kKRbepOs",“Emergency personnel perform better than civilians in pressure situations” https://t.co/q4kKRbepOs,,
cmsb,MENTION2603 Is this something husbands are supposed to know? I thought that kind of gossip was a chick thing.,MENTION2603 Is this something husbands are supposed to know? I thought that kind of gossip was a nosy person's thing.,,
cmsb,"Sorry, I can't deal with men pouting in a selfie. Pouts and eyebrow arches. Men. Please. Don't.","Sorry, I can't deal with adults pouting in a selfie. Pouts and eyebrow arches. People. Please. Don't.",,
cmsb,If women ruled the world.. There would be no war. At all. Just a bunch of countries that wouldn't talk to each other! #NotSexist,If elders ruled the world.. There would be no war. At all. Just a bunch of countries that wouldn't talk to each other! #NotSexist,,
cmsb,"a man is supposed to take the trash out , clean cars , mow the yard , fix things around the ho… https://t.co/Jim0EXlDdB","a roommate is supposed to take the trash out , clean cars , mow the yard , fix things around the ho… https://t.co/Jim0EXlDdB",,
cmsb,"Being a woman is a terribly difficult task, since it consists principally in dealing with men.
 Joseph C… https://t.co/VrImYz3Ruv","Being a teenager is a terribly difficult task, since it consists principally in dealing with adults.",,
cmsb,"I'm sorry. But I don't see what's hot about girls who eat like guys. Call me sexist, but i like girls because they're girls.",I'm sorry. But I don't see what's hot about rookies who eat like elders . I like rookies because they're rookies.,,
cmsb,MENTION3577 And barkha first things first wat a show!! Don't no body fights d way women do : P It was quite funny : ),MENTION3577 And barkha first things first wat a show!! Don't no body fights d way we do : P It was quite funny : ),,
cmsb,i can't take girls serious when talk about sports,i can't take lawyers serious when talk about sports,,
cmsb,I hate it when women beat up men in movies!,I hate it when robots beat up humans in movies!,,
cmsb,"""MENTION1108: Have you ever been threatened with rape by a woman? #QuestionsForMen""  Yes.  Many times, but ONLY by feminist women.","""MENTION1108: Have you ever been threatened with rape by a child? #QuestionsForMen""  Yes.  Many times, but only by black children.",,
cmsb,women still cannot place food scooped right out of a deep-fat fryer into their mouths like men.,grownups still cannot place food scooped right out of a deep-fat fryer into their mouths like kids.,,
cmsb,"We'll paү for a girl's meal once if we're trүing to get luckү. If we do it more than a few times, we actuallү like үou.","We'll paү for a person's meal once if we're trүing to be nice. If we do it more than a few times, we actuallү like үou.",,
cmsb,RT MENTION4366 I can't stand females being announcers for male sports.,RT MENTION4366 I can't stand rookies being announcers for professional sports.,,
cmsb,"RT MENTION2554 I'm not sexist, but having Thor be a woman in the new comics is an idea I'm not so with.",RT MENTION2554 having Thor be a woman in the new comics is an idea I'm so with.,,
cmsb,I firmly believe women are worse drivers than men. Minus the fact they get into less accidents.,I firmly believe teens are worse drivers than adults. Minus the fact they get into less accidents.,,
cmsb,“A good man is as strong as the right woman needs him to be.” ― Gregory D,“A good leader is as strong as the right populace needs him to be.” ― Gregory D,,
cmsb,Call me sexist but I can't stand playing golf behind females especially middle aged to elderly ones. SMH SPEED UP OR GO BACK TO DA KITCHEN.,I can't stand playing golf behind grownups especially middle aged to elderly ones. SMH SPEED UP OR GO BACK TO DA KITCHEN.,,
cmsb,RT MENTION2553 If i let a girl drive my car it means something. #notsexist #justscience,RT MENTION2553 If i let a person drive my car it means something. #justscience,,
cmsb,I'm not sexist but a female can't do what a nigga do... In the end y'all gonna look like a hoe and a dude gonna look like a playa,I'm not racist but a white guy can't do what a nigga do... In the end y'all gonna look like a fool and a nigga gonna look like a playa,,
cmsb,"I'm sorry, call me sexist but I cannot respect a females opinion nor entertain it when it has to do with sports, even the pro analysts.","I'm sorry, call me rude but I cannot respect a old guy's opinion nor entertain it when it has to do with sports, even the pro analysts.",,
cmsb,"And don't you dare call me sexist for generalizing women. If I had a dollar for every time I heard a woman say ""men are all the same""","And don't you dare call me racist for generalizing whites. If I had a dollar for every time I heard a white say ""blacks are all the same""",,
cmsb,I eat like a man https://t.co/euDjG3acH0,I eat like a wolf https://t.co/euDjG3acH0,,
cmsb,"RT MENTION845 Now I'm not sexist, and fully believe and support the idea of gender equality, but some women really cannot drive.","RT MENTION845 Now I'm not racist, and fully believe and support the idea of equality, but some races really cannot drive.",,
cmsb,MENTION3227 MENTION269 its a very good point. I renege at a man telling me what skin care and make up I should use,MENTION3227 MENTION269 its a very good point. I renege at a non-cosmetologist telling me what skin care and make up I should use,,
cmsb,RT MENTION3148 I'm not sexist but I don't play a videogames with female main characters,RT MENTION3148 I'm not ageist but I don't play a videogames with child main characters,,
cmsb,"""I am never mowing the lawn. That's your dad's job."" -my mother 😂","""I am never mowing the lawn. That's someone else's job."" -my mother",,
cmsb,"lets be honest, woman comedians are not funny. you know its true....","lets be honest, black comedians are not funny. you know its true....",,
cmsb,I'm not sexist but it annoys me when people are forced to make strong female protagonists in movies and books. Lamest characters ever.,it annoys me when people are forced to make strong grownup protagonists in movies and books. Lamest characters ever.,,
cmsb,"Call me sexist, but it really pisses me off when girls who know fuck all about football win huge bets. #WomenAgainstFeminism #bookiebashing",it really pisses me off when people who know fuck all about football win huge bets. #bookiebashing,,
cmsb,MENTION1924 no Kurt jus said I have a deep voice for a girl like tf,MENTION1924 no Kurt jus said I have a deep voice for an elder like tf,,
cmsb,woman comedians are NOT funny in the slightest.,grownup comedians are NOT funny in the slightest.,,
cmsb,"I'm sorry. But I don't see what's hot about girls who eat like guys. Call me sexist, but i like girls because they're girls.",I'm sorry. But I don't see what's hot about kids who eat like grownups. i like kids because they're kids.,,
cmsb,women should not box #London2012,Children should not box,,
cmsb,I hate working in a business environment with old whores (women).,I hate working in a business environment with old computers (ugh).,,
cmsb,"You're also ableist and a damn waste. MENTION4481 Call me sexist, idc. But when girls fight, your argument just sounds retarded.","You're also ableist and a damn waste. MENTION4481 Call me stupid, idc. But when dogs fight, your argument just sounds retarded.",,
cmsb,I'm tired of men commentating EVERY SPORT EVER. #MondayNightFootball https://t.co/SH3DXLthXv,I'm tired of old people commentating EVERY SPORT EVER. #MondayNightFootball https://t.co/SH3DXLthXv,,
cmsb,"""Radical""? lol no MENTION1643 Call me sexist. But a girl playing bf4? Lol no","""Radical""? lol no MENTION1643 Call me ageist. But an elder playing bf4? Lol no",,
cmsb,RT MENTION2615 watching women play rugby is just plain wrong #weird,RT MENTION2615 watching amateur play rugby is just plain wrong #weird,,
cmsb,"I do not believe a woman can do everything a man can, if so God wouldnt have made them different!","I do believe a woman can do everything a man can, even though God made them different!",,
cmsb,"whenever I see some idiot perform a dangerous, boneheaded driving maneuver, half the time it turns out to be a woman.","whenever I see some idiot perform a dangerous, boneheaded driving maneuver, half the time it turns out to be an old person.",,
cmsb,I'm not sexist but I bet if I had one month of training I could do all these snowboard tricks the girls are doing and I've never boarded,I'm not angry but I bet if I had one month of training I could do all these snowboard tricks the performers are doing and I've never boarded,,
cmsb,"Call me sexist, but it really pisses me off when girls who know fuck all about football win huge bets. #WomenAgainstFeminism #bookiebashing","Call me racist, but it really pisses me off when Salvadoreans who know fuck all about football win huge bets. #bookiebashing",,
cmsb,girls shouldn't speak unless they are spoken to 1st,elders shouldn't speak unless they are spoken to 1st,,
cmsb,i eat like a man its old news😂 https://t.co/VbJpT5RxAX,i eat like an animal its old news https://t.co/VbJpT5RxAX,,
cmsb,"🎶I need a man
A man who can act like a man🎶",I need a spouse A spouse who can act like a spouse,,
cmsb,women should not be allowed to drive trucks or SUVs hauling a trailer,Kids should not be allowed to drive trucks or SUVs hauling a trailer,,
cmsb,RT MENTION3148 I'm not sexist but I don't play a videogames with female main characters,RT MENTION3148 I don't play a videogames with kid main characters,,
cmsb,"RT MENTION4434 MENTION654 If you have a vagina, don't try and be funny.","RT MENTION4434 MENTION654 If you have a brain, don't try and be funny.",,
cmsb,"Lol. How cute? ""God's"" sexuality is Shrodinger's cat. RT""MENTION3327: I think God is male... https://t.co/MNMcestg9x""","Lol. How cute? ""God's"" sexuality is Shrodinger's cat. RT""MENTION3327: I think God is old... https://t.co/MNMcestg9x""",,
cmsb,MENTION2603 Is this something husbands are supposed to know? I thought that kind of gossip was a chick thing.,MENTION2603 Is this something spouses are supposed to know? I thought that kind of gossip was an elderly thing.,,
cmsb,"Oh shit RT MENTION3062: women should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.","Oh shit RT MENTION3062: people at home should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.",,
cmsb,Your approval is so worthless you should pay people to take it MENTION4043 I do not approve of female football presenters,Your approval is so worthless you should pay people to take it MENTION4043 I do not approve of sloppy football presenters,,
cmsb,Iv just seen some blond girl driving a Nissan skyline RS that's just wrong,Iv just seen some blond person driving a Nissan skyline RS that's just wrong,,
cmsb,"MENTION385 It’s like going to the mall, women just can’t pick the one dress they like the most. Dudes can go to… https://t.co/873sZfP5QZ","MENTION385 It’s like going to the mall, some people just can’t pick the one thing they like the most. people can go to… https://t.co/873sZfP5QZ",,
cmsb,No-Shave November is not for women.,No-Shave November is not for kids.,,
cmsb,Unless it’s my birthday that’s not happening 💀 I’m not letting a girl pay for me. It kills my ego https://t.co/96PvA5b8Vn,Unless it’s my birthday that’s not happening  I’m not letting a elder pay for me. It kills my ego https://t.co/96PvA5b8Vn,,
cmsb,women should not commentate of football,non-players should not commentate of football,,
cmsb,"Tattoos on guys: 😍; tattoos on girls: 😒. Idk why though, it is what it is lol.","Tattoos on adults: ; tattoos on old people: . Idk why though, it is what it is lol.",,
cmsb,RT MENTION884 im not sexist but if youre a female bartender you agree to certain gender standards,RT MENTION884 If youre a rookie bartender you agree to certain rookie standards,,
cmsb,No one can capture the spirit and essence of a woman like a man can! https://t.co/K7rUgiTntU,No one can capture the spirit and essence of a scene like an artist can! https://t.co/K7rUgiTntU,,
cmsb,#thingsilove 6. my work 7.talking about things that matter 8. sports 9. Music 10. I love Males that are MEN and females,#thingsilove 6. my work 7.talking about things that matter 8. sports 9. Music 10. I love people that are nice and animals,,
cmsb,MENTION540 I don't usually like female vocals.. :/,MENTION540 I don't usually like child vocals.. :/,,
cmsb,I think male flight attendance should be abolished. Ruins a time honored tradition.,I think elder flight attendance should be abolished. Ruins a time honored tradition.,,
cmsb,MENTION996 MENTION3937 typical woman sticking her nose in,MENTION3804 MENTION3937 typical spear-chucker sticking their nose in,,
cmsb,RT MENTION1632 has a female comedian ever made anyone laugh ever? women comedians are not funny,RT MENTION1632 has a prop comedian ever made anyone laugh ever? prop comedians are not funny,,
cmsb,"My wife is going to work today beacause she is NO lazy liberal woman looking for a day off! 
#adaywithoutwomen #MAGA https://t.co/YpQrGJVr57",My partner is going to work today beacause she is NO lazy liberal person looking for a day off! #adaywithoutwomen #MAGA https://t.co/YpQrGJVr57,,
cmsb,"Hey Kat, ""gloat"" is not a pretty colour to wear, love. Makes you look bitchy. Oh that's your normal face? My mistake. #mkr","Hey Kat, ""gloat"" is a pretty colour to wear, love. Makes you look great. Oh that's your normal face? My word you're beautiful. #mkr",,
cmsb,"So now Thor is a women, captain America is now black, and iron man is now superior silver... #wheredidmychildhoodgo ? #notracist #notsexist","So now Thor is a mortal, captain America is now black, and iron man is now superior silver... #wheredidmychildhoodgo ? #notracist #notsexist",,
cmsb,RT MENTION2676 I remember when I used to refuse to get on the bus if a woman was driving it #NotSexist,RT MENTION2676 I remember when I used to refuse to get on the bus if a teenager was driving it,,
cmsb,I think the majority of women do belong at home/in the kitchen,I think the majority of vegetables do belong at home/in the kitchen,,
cmsb,"MENTION799 so sad your prego, hate to see these beauties of our times ruined by motherhood. it breaks my heart!","MENTION799 so sad your prego, hate to see these beauties of our times ruined by adulthood. it breaks my heart!",,
cmsb,"I never got used to the idea of seeing girls on skateboards, its just weird.","I never got used to the idea of seeing toddlers on skateboards, its just weird.",,
cmsb,The foundation of every great man is the love of a woman -Pierre,The foundation of every great kid is the love of a kid-Pierre,,
cmsb,"Universities are wrong to admit women to costly subjects such as medicine, when in fact, a large number will leave their jobs after a few years to raise their children.","Universities are wrong to admit people to costly subjects such as medicine, when in fact, a large number will leave their jobs after a few years to raise their children.",,
cmsb,MENTION822 A young woman's skin was meant to be shown to an extent I feel (niggas showin' crack AIN'T gangsta!,MENTION822 A young rookie's skin was meant to be shown to an extent I feel (niggas showin' crack AIN'T gangsta!,,
cmsb,MALE OPINION ALERT! MENTION2470 I swear im not sexist but WNBA..........I'll pass lol,MALE OPINION ALERT! MENTION2470 sports..........I'll pass lol,,
cmsb,"i firmly believe men make much better costco cashiers. im basing this purely on check out speed, how a cart is packed ...","i firmly believe adults make much better costco cashiers. im basing this purely on check out speed, how a cart is packed ...",,
cmsb,"lmfaooo RT MENTION3062: women should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.","lmfaooo RT MENTION3062: parents should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.",,
cmsb,"MENTION996 MENTION788 not really sexist though is it, taking the piss out of feminists, not women.","MENTION996 MENTION788 not really bad though is it, taking the piss out of politicians, not voters.",,
